%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
ENTAILMENT	( ( ( A girl ) ( in ( blue sweater ) ) ) ( ( ( is ( holding ( a ( multicolor toy ) ) ) ) and ) ( is ( sitting ( on ( ( the shoulders ) ( of ( ( an ( old man ) ) ( with ( grey hair ) ) ) ) ) ) ) ) ) )	( ( ( A girl ) ( in ( blue sweater ) ) ) ( ( ( is ( holding ( a ( multicolor toy ) ) ) ) and ) ( is ( sitting ( on ( ( the shoulders ) ( of ( ( a man ) ( with ( grey hair ) ) ) ) ) ) ) ) ) )	4.6	8471
ENTAILMENT	( ( A hiker ) ( ( ( is ( on ( top ( of ( the mountain ) ) ) ) ) and ) ( is ( doing ( a ( joyful dance ) ) ) ) ) )	( ( A hiker ) ( ( ( is ( on ( top ( of ( the mountain ) ) ) ) ) and ) ( is dancing ) ) )	4.7	253
CONTRADICTION	( ( The man ) ( is ( ( tossing ( a kid ) ) ( into ( ( the ( swimming pool ) ) ( that ( is ( near ( the ocean ) ) ) ) ) ) ) ) )	( ( A man ) ( ( is n't ) ( ( tossing ( a kid ) ) ( into ( ( the ( swimming pool ) ) ( that ( is ( near ( the ocean ) ) ) ) ) ) ) ) )	3.5	630
ENTAILMENT	( ( A man ) ( is ( playing ( a guitar ) ) ) )	( ( A man ) ( is ( strumming ( a guitar ) ) ) )	4.9	1495
NEUTRAL	( ( A ( young ( , ( topless woman ) ) ) ) ( is ( covered ( in paint ) ) ) )	( ( Some instruments ) ( are ( being ( played ( by ( a band ) ) ) ) ) )	1	9838
NEUTRAL	( ( A child ) ( is ( experiencing ( a ( new world ) ) ) ) )	( ( ( A boy ) ( under ( an umbrella ) ) ) ( is ( being ( held ( by ( ( his father ) ( who ( is ( wearing ( a ( blue coat ) ) ) ) ) ) ) ) ) ) )	1.5	7734
NEUTRAL	( ( A flute ) ( is ( being ( played ( by ( a man ) ) ) ) ) )	( ( The adult ) ( is ( playing ( ( the guitar ) loudly ) ) ) )	2.4	1807
NEUTRAL	( ( A man ) ( is ( ( breaking tiles ) ( with ( his hands ) ) ) ) )	( There ( is ( ( no man ) ( ( breaking ( wooden boards ) ) ( with ( his hand ) ) ) ) ) )	2.9	4031
NEUTRAL	( ( A man ) ( is spitting ) )	( ( A man ) ( is ( talking ( on ( the radio ) ) ) ) )	1.7	1443
ENTAILMENT	( Garlic ( is ( being ( chopped ( by ( a woman ) ) ) ) ) )	( ( A woman ) ( is ( chopping garlic ) ) )	4.7	4963
NEUTRAL	( ( A man ) ( is ( ( standing ( on ( ( the top ) ( of ( the rocks ) ) ) ) ) ( with ( clouds ( behind them ) ) ) ) ) )	( Somebody ( is ( standing ( on ( a ( mountain top ) ) ) ) ) )	3.1	7374
NEUTRAL	( ( ( ( ( ( A dog ) ( next ( to ( a tree ) ) ) ) , ) ( which ( ( is probably ) ( a pine ) ) ) ) , ) ( is ( biting ( a bucket ) ) ) )	( ( ( A dog ) ( which ( is ( ( furry and ) black ) ) ) ) ( ( ( is ( in ( a ( back yard ) ) ) ) and ) ( is ( carrying ( ( a basket ) ( in ( its mouth ) ) ) ) ) ) )	2.785	698
NEUTRAL	( ( The people ) ( ( are not ) ( sitting ( on ( ( a bench ) ( in ( front ( of ( a restaurant ) ) ) ) ) ) ) ) )	( ( Three people ) ( are ( sitting ( on ( ( a bench ) ( under ( some ( palm trees ) ) ) ) ) ) ) )	3.2	6740
ENTAILMENT	( ( ( The group ) ( of people ) ) ( is ( ( ( standing together ) and ) ( looking ( at ( the camera ) ) ) ) ) )	( ( ( A group ) ( of people ) ) ( is ( ( ( standing together ) and ) ( looking ( at ( the camera ) ) ) ) ) )	5	7093
NEUTRAL	( ( A ( young child ) ) ( is ( splashing ( in ( the water ) ) ) ) )	( ( The ( small child ) ) ( ( ( is ( walking ( through ( the water ) ) ) ) and ) ( is ( being ( guided ( by ( another person ) ) ) ) ) ) )	3.4	6042
NEUTRAL	( ( Two dogs ) ( are ( playing ( in ( a forest ) ) ) ) )	( ( A ( brown dog ) ) ( is ( running ( after ( ( a ( black dog ) ) ( on ( a ( rocky shore ) ) ) ) ) ) ) )	2.3	9029
ENTAILMENT	( ( A ( yellow dog ) ) ( is ( running ( on ( ( white snow ) ( on ( a ( very ( sunny day ) ) ) ) ) ) ) ) )	( ( A ( yellow dog ) ) ( is ( running ( on ( ( white snow ) ( on ( a ( sunny day ) ) ) ) ) ) ) )	4.6	6315
NEUTRAL	( ( Four athletes ) ( are ( with ( ( a woman ) ( in ( a ( crowded stadium ) ) ) ) ) ) )	( ( ( A person ) ( in ( a ( pink jacket ) ) ) ) ( is ( running ( onto ( the field ) ) ) ) )	2	7932
NEUTRAL	( ( The woman ) ( is ( holding ( a ( whole tomato ) ) ) ) )	( Someone ( is ( cutting ( a tomato ) ) ) )	3.5	2402
NEUTRAL	( ( Two ( sumo ringers ) ) ( are fighting ) )	( ( A man ) ( is ( riding ( ( a ( water toy ) ) ( in ( the water ) ) ) ) ) )	1	5119
ENTAILMENT	( ( ( A group ) ( of people ) ) ( is singing ) )	( ( Some people ) ( are singing ) )	4.7	2476
ENTAILMENT	( ( A flute ) ( is ( being ( ( played ( in ( a ( lovely way ) ) ) ) ( by ( a girl ) ) ) ) ) )	( ( A flute ) ( is ( being ( played ( by ( a girl ) ) ) ) ) )	4.6	1754
NEUTRAL	( ( A woman ) ( is ( ( pouring ingredients ) ( into ( a bowl ) ) ) ) )	( ( The chef ) ( is ( seasoning ( the oil ) ) ) )	3.1	5909
NEUTRAL	( There ( is ( ( no ( brown ( dog standing ) ) ) ( in ( the water ) ) ) ) )	( ( ( A dog ) ( with ( golden fur ) ) ) ( is ( in ( the water ) ) ) )	2.8	6001
ENTAILMENT	( ( ( Two kids ) ( are ( ( looking up ) ( at ( ( ( the camera ) and ) one ) ) ) ) ) ( is ( ( sticking out ) ( his tongue ) ) ) )	( ( A ( little boy ) ) ( is ( ( ( sticking ( his tongue ) ) out ) ( for ( ( ( ( the camera ) and ) ( another boy ) ) ( is ( looking on ) ) ) ) ) ) )	4.4	9747
CONTRADICTION	( ( A woman ) ( is ( playing ( a flute ) ) ) )	( ( The woman ) ( ( is not ) ( playing ( the flute ) ) ) )	3.2	2886
NEUTRAL	( ( Two teams ) ( are ( competing ( in ( a ( football match ) ) ) ) ) )	( ( A player ) ( is ( throwing ( the ball ) ) ) )	2.9	116
NEUTRAL	( ( A woman ) ( is ( playing ( the flute ) ) ) )	( ( A man ) ( is ( playing ( a flute ) ) ) )	3.7	5461
NEUTRAL	( ( A woman ) ( is ( tapping ( her fingers ) ) ) )	( ( A woman ) ( is ( ( resting ( her fingers ) ) ( on ( a table ) ) ) ) )	3.1	2231
NEUTRAL	( ( Some ingredients ) ( are ( being ( ( mixed ( in ( a bowl ) ) ) ( by ( a person ) ) ) ) ) )	( ( Some ingredients ) ( are ( being ( ( separated ( in ( a bowl ) ) ) ( by ( a person ) ) ) ) ) )	4.6	1628
NEUTRAL	( ( A monkey ) ( is ( ( teasing ( a dog ) ) ( at ( the zoo ) ) ) ) )	( ( A monkey ) ( is ( pulling ( ( a ( dog 's ) ) tail ) ) ) )	4.4	4814
ENTAILMENT	( ( ( The food ) ( on ( the trays ) ) ) ( is ( being ( eaten ( by ( the kittens ) ) ) ) ) )	( ( A ( few kittens ) ) ( are eating ) )	4.2	1881
NEUTRAL	( ( The woman ) ( ( is not ) ( ( putting pasta ) ( into ( a dish ) ) ) ) )	( ( A woman ) ( is ( pulling ( ( some ( sticky goo ) ) ( out ( of ( a bowl ) ) ) ) ) ) )	2.2	5206
NEUTRAL	( ( A man ) ( is ( doing pull-ups ) ) )	( ( The man ) ( is ( doing ( exercises ( in ( a gym ) ) ) ) ) )	4	4891
NEUTRAL	( ( A ( grey dog ) ) ( is ( ( bouncing ( a ( soccer ball ) ) ) ( on ( ( its head ) ( in ( a ( grass field ) ) ) ) ) ) ) )	( ( ( A dog ) ( with ( a ( blue collar ) ) ) ) ( is ( playing ( with ( the ( ball outside ) ) ) ) ) )	3.4	9102
NEUTRAL	( ( A girl ) ( is ( practicing ( the piano ) ) ) )	( ( A ( little girl ) ) ( is ( ( playing ( a ( grand piano ) ) ) ( on stage ) ) ) )	3.8	2842
CONTRADICTION	( ( A man ) ( ( is not ) ( rock ( ( ( climbing and ) ( ( ( a city ) and ) ( a bay ) ) ) ( are ( in ( the background ) ) ) ) ) ) )	( ( A man ) ( is ( ( ( ( ( rock climbing ) and ) ( a city ) ) and ) ( ( a bay ) ( are ( in ( the background ) ) ) ) ) ) )	4.4	8632
NEUTRAL	( ( A woman ) ( is exercising ) )	( ( A person ) ( is dancing ) )	3	4866
NEUTRAL	( ( ( ( ( A woman ) , ) ( who ( is old ) ) ) , ) ( is ( near ( a ( white dog ) ) ) ) )	( ( ( ( A woman ) and ) ( a dog ) ) ( are ( sitting ( on ( a ( tree stump ) ) ) ) ) )	3.1	780
NEUTRAL	( ( ( A ( blonde boy ) ) ( in green ) ) ( is ( sitting ( on ( a swing ) ) ) ) )	( There ( is ( ( no ( little girl ) ) ( with ( ( blond hair ) ( ( ( smiling and ) sitting ) ( on ( a swing ) ) ) ) ) ) ) )	3.185	6955
NEUTRAL	( ( A woman ) ( is ( riding ( a horse ) ) ) )	( ( A man ) ( is ( opening ( ( a ( small package ) ) ( that ( contains headphones ) ) ) ) ) )	1	1102
ENTAILMENT	( ( The girl ) ( has ( ( ( ( ( ( ( red hair ) and ) eyebrows ) , ) ( ( several piercings ) ( in ( a ear ) ) ) ) and ) ( ( a drawing ) ( on ( the back ) ) ) ) ) )	( ( The girl ) ( has ( ( ( ( ( ( ( red hair ) and ) eyebrows ) , ) ( ( several piercings ) ( in ( a ear ) ) ) ) and ) ( ( a tattoo ) ( on ( the back ) ) ) ) ) )	4.4	8138
NEUTRAL	( ( One man ) ( is ( sitting ( on ( the chair ) ) ) ) )	( ( ( ( ( The girl ) , ) ( who ( is little ) ) ) , ) ( is ( ruffling ( her hair ) ) ) )	1	1847
CONTRADICTION	( There ( is ( ( no man ) ( eating food ) ) ) )	( ( A man ) ( is ( eating ( a pizza ) ) ) )	3.2	4114
NEUTRAL	( ( A woman ) ( is ( buttering ( ( a piece ) ( of bread ) ) ) ) )	( ( A man ) ( is ( buttering ( ( a piece ) ( of bread ) ) ) ) )	3.5	5148
NEUTRAL	( ( ( A group ) ( of boys ) ) ( is ( ( playing soccer ) ( on ( the beach ) ) ) ) )	( ( ( A group ) ( of men ) ) ( is ( ( playing soccer ) ( on ( the beach ) ) ) ) )	4.4	4707
ENTAILMENT	( ( ( A man ) ( in ( ( ( ( ( a ( white shirt ) ) and ) sunglasses ) and ) ( ( a man ) ( in ( ( ( a ( black shirt ) ) and ) sunglasses ) ) ) ) ) ) ( are ( sitting ( at ( ( a table ) ( with ( four ( beer bottles ) ) ) ) ) ) ) )	( ( ( A man ) ( in ( ( ( ( ( a ( white shirt ) ) and ) sunglasses ) and ) ( ( a man ) ( in ( ( ( a ( black shirt ) ) and ) sunglasses ) ) ) ) ) ) ( are ( sitting ( at ( ( a table ) ( with ( ( four bottles ) ( of beer ) ) ) ) ) ) ) )	4.9	7477
ENTAILMENT	( ( The woman ) ( is ( ( putting pasta ) ( into ( a dish ) ) ) ) )	( Pasta ( is ( being ( ( put ( into ( a dish ) ) ) ( by ( a woman ) ) ) ) ) )	5	5203
NEUTRAL	( ( ( Two dogs ) ( of ( different breeds ) ) ) ( are ( looking ( at ( ( each other ) ( across ( a street ) ) ) ) ) ) )	( ( One ( white dog ) ) ( is ( staring ( at ( the ( black street ) ) ) ) ) )	3.4	687
ENTAILMENT	( ( A skateboarder ) ( is ( ( jumping off ) ( a ramp ) ) ) )	( ( A skateboarder ) ( is ( ( making ( a jump ) ) ( off ( a ramp ) ) ) ) )	4.8	8678
NEUTRAL	( ( The woman ) ( ( is not ) ( ( putting pasta ) ( into ( a dish ) ) ) ) )	( ( A woman ) ( is ( pulling ( ( some ( sticky goo ) ) ( out ( of ( a bowl ) ) ) ) ) ) )	2.2	5206
NEUTRAL	( ( An ( elegant woman ) ) ( ( ( ( is inside ) ( ( a crowd ) ( of people ) ) ) and ) ( is ( looking down ) ) ) )	( ( An ( Asian woman ) ) ( is ( holding ( a ( fur scarf ) ) ) ) )	2.2	7938
CONTRADICTION	( ( A ( little boy ) ) ( ( ( is ( wearing ( a ( green ( soccer strip ) ) ) ) ) and ) ( is ( running ( on ( the grass ) ) ) ) ) )	( There ( is ( ( no ( little boy ) ) ( ( ( wearing ( a ( green ( soccer strip ) ) ) ) and ) ( running ( on ( the grass ) ) ) ) ) ) )	3.6	7649
ENTAILMENT	( ( One man ) ( is ( ( running down ) ( the road ) ) ) )	( ( A man ) ( is running ) )	4.4	2430
CONTRADICTION	( There ( is ( ( no girl ) ( playing ( a flute ) ) ) ) )	( ( A girl ) ( is ( playing ( a flute ) ) ) )	3.6	5310
ENTAILMENT	( ( ( ( ( A child ) , ) ( who ( is small ) ) ) , ) ( ( is outdoors ) ( ( climbing ( steps outdoors ) ) ( in ( ( an area ) ( full ( of grass ) ) ) ) ) ) )	( ( A ( small child ) ) ( is ( outdoors ( climbing ( steps ( in ( a ( grassy area ) ) ) ) ) ) ) )	4.9	6705
NEUTRAL	( ( The men ) ( are talking ) )	( ( Some ( old women ) ) ( are talking ) )	3	4429
NEUTRAL	( ( The cat ) ( is ( ( looking out ) ( ( the window ) ( at ( ( the table ) ( on ( the perch ) ) ) ) ) ) ) )	( ( ( The cat ) ( perched ( on ( the table ) ) ) ) ( is ( ( looking out ) ( the window ) ) ) )	4.1	3485
NEUTRAL	( ( A ( young girl ) ) ( is ( standing ( on ( one leg ) ) ) ) )	( ( A ( young female ) ) ( is dancing ) )	3.3	6590
NEUTRAL	( People ( are ( ( ( riding and ) paddling ) ( a raft ) ) ) )	( ( Four people ) ( are ( floating ( on ( a raft ) ) ) ) )	4.2	2527
NEUTRAL	( ( A ( football player ) ) ( is ( wearing ( black armbands ) ) ) )	( ( An ( American footballer ) ) ( is ( wearing ( the ( ( ( red and ) white ) strip ) ) ) ) )	2.4	7410
ENTAILMENT	( ( The cat ) ( is ( playing ( passionately ( with ( a watermelon ) ) ) ) ) )	( ( The cat ) ( is ( playing ( with ( a watermelon ) ) ) ) )	4.7	2284
NEUTRAL	( ( A man ) ( is ( ( ( squatting ( in brush ) ) and ) ( taking ( a photo ) ) ) ) )	( ( ( A girl ) ( in ( ( gold and ) purple ) ) ) ( is ( holding ( a ( rainbow afghan ) ) ) ) )	1	9789
ENTAILMENT	( ( A person ) ( is ( ( pouring oil ) ( for ( cooking ( into ( a pot ) ) ) ) ) ) )	( ( A person ) ( is ( ( pouring ( cooking oil ) ) ( into ( a pot ) ) ) ) )	5	2772
NEUTRAL	( ( A ( skilled person ) ) ( is ( riding ( ( a bicycle ) ( on ( one wheel ) ) ) ) ) )	( ( ( A person ) ( in ( a ( black jacket ) ) ) ) ( is ( ( doing tricks ) ( on ( a motorbike ) ) ) ) )	3.4	24
NEUTRAL	( ( ( A ( young girl ) ) ( in ( a ( blue shirt ) ) ) ) ( is ( ( ( walking ( on ( the sidewalk ) ) ) and ) ( ( holding up ) ( a ( pink sign ) ) ) ) ) )	( ( ( A ( young girl ) ) ( by ( a ( pink sign ) ) ) ) ( ( ( is ( ( holding up ) ( a ( blue shirt ) ) ) ) and ) ( is ( walking ( on ( the sidewalk ) ) ) ) ) )	3.4	6005
ENTAILMENT	( ( A ( large ( green ball ) ) ) ( is ( hitting ( a potato ) ) ) )	( ( A ( large ( green ( colored ball ) ) ) ) ( is ( hitting ( a potato ) ) ) )	4.8	2967
NEUTRAL	( ( The ( little boy ) ) ( is ( ( ( sticking ( his tongue ) ) out ) ( for ( ( ( ( the camera ) and ) ( another boy ) ) ( is ( looking on ) ) ) ) ) ) )	( ( ( Two ( young boys ) ) ( are ( ( looking up ) ( at ( ( ( the camera ) and ) one ) ) ) ) ) ( is ( ( sticking out ) ( his tongue ) ) ) )	4.4	9745
CONTRADICTION	( ( The man ) ( is drawing ) )	( There ( is ( no ( man drawing ) ) ) )	3.4	4330
NEUTRAL	( ( ( A girl ) ( with ( red ( hair ( and ( red eyebrows ) ) ) ) ) ) ( is ( in midspeech ) ) )	( ( The girl ) ( has ( ( ( ( ( ( ( red hair ) and ) eyebrows ) , ) ( ( several piercings ) ( in ( a ear ) ) ) ) and ) ( ( no tattoo ) ( on ( the back ) ) ) ) ) )	3	8141
ENTAILMENT	( ( ( ( ( A woman ) , ) ( who ( is seated ) ) ) , ) ( is ( ( ( singing ( a song ) ) and ) ( playing ( the guitar ) ) ) ) )	( ( A ( seated woman ) ) ( is ( ( ( singing ( a song ) ) and ) ( playing ( the guitar ) ) ) ) )	5	2722
ENTAILMENT	( ( A woman ) ( is ( slicing ( an octopus ) ) ) )	( ( An octopus ) ( is ( being ( sliced ( by ( a woman ) ) ) ) ) )	5	5374
ENTAILMENT	( ( A ( yellow dog ) ) ( is ( running ( on ( ( white snow ) ( on ( a ( very ( sunny day ) ) ) ) ) ) ) ) )	( ( A ( yellow dog ) ) ( is ( running ( on ( ( white snow ) ( on ( a ( sunny day ) ) ) ) ) ) ) )	4.6	6315
NEUTRAL	( ( ( ( A ( little brown ) ) and ) ( white dog ) ) ( is ( running ( on ( the sidewalk ) ) ) ) )	( ( ( ( A ( little brown ) ) and ) ( white dog ) ) ( is ( running ( on ( the road ) ) ) ) )	3.7	9169
NEUTRAL	( ( A woman ) ( is ( combing ( her hair ) ) ) )	( ( A woman ) ( is ( arranging ( her hair ) ) ) )	4.1	1177
ENTAILMENT	( ( A woman ) ( is ( cutting ( a lemon ) ) ) )	( ( A woman ) ( is ( cutting fruit ) ) )	4.2	5498
NEUTRAL	( ( A woman ) ( is ( ( chopping up ) garlic ) ) )	( ( A woman ) ( is ( ( putting away ) ( the garlic ) ) ) )	3.6	3505
NEUTRAL	( ( The snowboarder ) ( ( is n't ) ( leaping ( over ( white snow ) ) ) ) )	( ( A person ) ( who ( is ( practicing ( ( snowboarding jumps ) ( into ( the air ) ) ) ) ) ) )	3.3	1039
NEUTRAL	( ( A man ) ( is ( praying fervently ) ) )	( ( A man ) ( is dancing ) )	1.7	4196
ENTAILMENT	( ( The woman ) ( is ( slicing ( cooked octopus ) ) ) )	( ( A woman ) ( is ( ( chopping up ) ( an octopus ) ) ) )	4.4	4288
NEUTRAL	( ( ( A man ) ( in blue ) ) ( is ( riding ( ( a horse ) ( on ( a ( dirt road ) ) ) ) ) ) )	( ( ( A man ) ( in ( a ( blue ( cowboy hat ) ) ) ) ) ( is ( riding ( a ( white horse ) ) ) ) )	3.9	7877
NEUTRAL	( ( ( The woman ) ( wearing ( ( ( ( ( silver pants ) , ) ( pink bellbottoms ) ) and ) ( a ( pink scarf ) ) ) ) ) ( is ( riding ( a bike ) ) ) )	( ( ( ( Pink bellbottoms ) and ) ( a ( pink scarf ) ) ) ( are ( n't ( to ( be ( worn ( by ( women ( with ( silver ( pants ( or ( bike ( riding people ) ) ) ) ) ) ) ) ) ) ) ) ) )	3.3	520
NEUTRAL	( ( ( The group ) ( of ( dim people ) ) ) ( is ( sitting ( in ( a room ) ) ) ) )	( ( ( ( A man ) and ) ( ( two women ) ( in ( a ( darkened room ) ) ) ) ) ( are ( sitting ( at ( ( a table ) ( with candles ) ) ) ) ) )	2.5	7475
NEUTRAL	( ( An ( Asian man ) ) ( is ( ( ( dancing and ) ( three kids ) ) ( are looking ) ) ) )	( ( ( The children ) ( of ( a family ) ) ) ( are ( ( playing and ) waiting ) ) )	1.9	236
NEUTRAL	( ( ( A man ) ( in ( blue jeans ) ) ) ( is ( ( standing ( in ( front ( of ( ( a group ) ( of children ) ) ) ) ) ) ( beside ( ( a stone ) ( built house ) ) ) ) ) )	( ( A lady ) ( ( ( is ( standing ( on ( the street ) ) ) ) and ) ( is ( surrounded ( by ( school children ) ) ) ) ) )	2	9200
CONTRADICTION	( ( A ( blond child ) ) ( is ( ( ( ( going down ) ( a slide ) ) and ) ( ( throwing up ) ( his arms ) ) ) ) )	( ( ( A child ) ( with ( dark hair ) ) ) ( is ( ( ( ( going down ) ( a slide ) ) and ) ( ( throwing up ) ( his arms ) ) ) ) )	3.7	9014
NEUTRAL	( ( Some women ) ( are ( ( dancing and ) singing ) ) )	( ( A woman ) ( is ( ( ( dancing and ) singing ) ( in ( the rain ) ) ) ) )	3.8	1237
CONTRADICTION	( There ( is ( ( no woman ) ( putting ( meat ( in ( a pan ) ) ) ) ) ) )	( ( A woman ) ( is ( putting ( meat ( in ( a pan ) ) ) ) ) )	3.4	3625
NEUTRAL	( There ( is ( ( no ( small ( bee landing ) ) ) ( on ( ( a bunch ) ( of ( yellow flowers ) ) ) ) ) ) )	( ( A bee ) ( is ( clinging ( to ( a ( yellow flower ) ) ) ) ) )	3.9	6598
ENTAILMENT	( ( A band ) ( is ( playing ( some instruments ) ) ) )	( ( Some instruments ) ( are ( being ( played ( by ( a band ) ) ) ) ) )	5	4851
NEUTRAL	( ( ( A person ) ( with ( ( ( a ( red ( hooded jacket ) ) ) and ) ( a ( black backpack ) ) ) ) ) ( is ( walking ( near ( a ( rocky wall ) ) ) ) ) )	( ( ( A man ) ( in ( ( ( a ( red jacket ) ) and ) ( khaki pants ) ) ) ) ( is ( walking ( through ( an ( European state ) ) ) ) ) )	3	9371
NEUTRAL	( ( A man ) ( is ( playing ( an ( acoustic guitar ) ) ) ) )	( ( The woman ) ( ( is not ) ( playing ( an ( electric guitar ) ) ) ) )	3	2738
NEUTRAL	( There ( is ( ( no cat ) ( ( eating corn ) ( on ( the cob ) ) ) ) ) )	( ( A cat ) ( is ( eating ( some corn ) ) ) )	2.5	2535
NEUTRAL	( ( A bike ) ( is ( being ( ridden ( over ( a monkey ) ) ) ) ) )	( ( A person ) ( is ( ( riding ( a ( dirt bike ) ) ) ( down ( a ( dirt hill ) ) ) ) ) )	2.8	9869
CONTRADICTION	( There ( is ( ( no man ) ( ( ( standing ( on ( a ( roof top ) ) ) ) and ) ( playing ( a violin ) ) ) ) ) )	( ( A man ) ( is ( ( ( standing ( on ( a ( roof top ) ) ) ) and ) ( playing ( a violin ) ) ) ) )	3.4	3338
NEUTRAL	( ( A monkey ) ( is ( kicking ( at ( ( a ( person 's ) ) glove ) ) ) ) )	( ( The monkey ) ( is ( practicing ( martial arts ) ) ) )	3.6	3143
NEUTRAL	( ( ( ( A man ) and ) ( a woman ) ) ( are ( eating happily ) ) )	( ( A ( ( man and ) woman ) ) ( are talking ) )	2.6	2766
NEUTRAL	( ( A man ) ( is ( playing flute ) ) )	( ( A man ) ( is ( ( playing ( a game ) ) ( with ( a ball ) ) ) ) )	1.5	1302
NEUTRAL	( ( One man ) ( is ( ( climbing ( a cliff ) ) ( with ( a rope ) ) ) ) )	( ( A person ) ( is ( ( climbing ( a rock ) ) ( with ( ( ( a rope ) , ) ( which ( is pink ) ) ) ) ) ) )	4.6	651
NEUTRAL	( ( Few people ) ( are ( ( eating ( at ( ( red tables ) ( in ( a restaurant ) ) ) ) ) ( without lights ) ) ) )	( ( ( A ( large group ) ) ( of ( Asian people ) ) ) ( is ( eating ( at ( a restaurant ) ) ) ) )	2.6	185
ENTAILMENT	( ( The meat ) ( is ( being ( dropped ( into ( a pan ) ) ) ) ) )	( Someone ( is ( ( dropping ( the meat ) ) ( into ( a pan ) ) ) ) )	4.7	3626
NEUTRAL	( ( ( A ( man 's ) ) ( white car ) ) ( is ( being ( driven away ) ) ) )	( ( The man ) ( is ( granting ( an interview ) ) ) )	1.1	2096
NEUTRAL	( ( A baby ) ( is ( playing ( with ( a doll ) ) ) ) )	( ( A ( tiger cub ) ) ( is ( playing ( with ( a ball ) ) ) ) )	1.4	5745
ENTAILMENT	( ( A ( black dog ) ) ( is ( running ( in ( the grass ) ) ) ) )	( ( ( ( ( A dog ) , ) ( which ( is black ) ) ) , ) ( is ( running ( in ( the grass ) ) ) ) )	5	6280
NEUTRAL	( ( A horse ) ( is ( tossing ( ( the cowboy ) ( wearing ( pants ( of ( blue ( and ( red color ) ) ) ) ) ) ) ) ) )	( ( A man ) ( is ( getting ( on ( ( a horse ) ( on ( ( a track ) ( laid ( in ( the wild ) ) ) ) ) ) ) ) ) )	2.1	980
NEUTRAL	( ( A person ) ( is ( slicing ( an onion ) ) ) )	( ( A person ) ( is ( cutting ( some ginger ) ) ) )	3	4823
NEUTRAL	( ( ( A boy ) ( in ( a ( striped shirt ) ) ) ) ( is ( jumping ( in ( front ( of ( a ( water fountain ) ) ) ) ) ) ) )	( ( ( A boy ) ( in ( a ( striped shirt ) ) ) ) ( is ( jumping ( behind ( a ( water fountain ) ) ) ) ) )	4.2	8362
ENTAILMENT	( ( Two boys ) ( are ( ( laying ( in ( the ( ocean close ) ) ) ) ( to ( the beach ) ) ) ) )	( ( Two boys ) ( are ( ( laying ( in ( the ( water close ) ) ) ) ( to ( the beach ) ) ) ) )	4.4	9069
NEUTRAL	( ( A girl ) ( is ( ( skipping rope ) ( on ( near ( a street ) ) ) ) ) )	( ( A girl ) ( is ( ( jumping rope ) ( on ( ( a sidewalk ) ( near ( a ( parking garage ) ) ) ) ) ) ) )	3.7	8792
NEUTRAL	( ( ( A talk ) ( about ( ( ( an adult ) and ) ( a boy ) ) ) ) ( is ( given ( in ( the amphitheater ) ) ) ) )	( ( An adult ) ( ( ( is ( in ( the amphitheater ) ) ) and ) ( is ( talking ( to ( a boy ) ) ) ) ) )	3.1	988
CONTRADICTION	( ( The man ) ( is ( denying ( an interview ) ) ) )	( ( The man ) ( is ( granting ( an interview ) ) ) )	3.2	2089
NEUTRAL	( ( A man ) ( is ( ( squirting water ) ( into ( ( the mouth ) ( of ( ( a ( white dog ) ) ( with ( a ( squirt gun ) ) ) ) ) ) ) ) ) )	( There ( is ( ( no man ) ( ( spraying ( a ( super soaker ) ) ) ( into ( ( the mouth ) ( of ( a dog ) ) ) ) ) ) ) )	2.9	7720
ENTAILMENT	( ( The ( ( ( black and ) white ) dog ) ) ( is ( running ( in ( a ( green yard ) ) ) ) ) )	( ( A ( ( ( black and ) white ) dog ) ) ( is ( running outdoors ) ) )	4.4	9433
NEUTRAL	( ( A ( karate practitioner ) ) ( is ( kicking ( at ( ( another man ) ( who ( is ( wearing ( protective ( boxing gloves ) ) ) ) ) ) ) ) ) )	( ( The man ) ( is ( ( kick boxing ) ( with ( a trainer ) ) ) ) )	4	2721
NEUTRAL	( There ( is ( ( no ( young boy ) ) ( jumping ( in ( ( the air ) ( with ( his ( knees ( bent ( and ( arms spread ) ) ) ) ) ) ) ) ) ) ) )	( ( ( A person ) ( with ( a ( green shirt ) ) ) ) ( is ( jumping ( high ( over ( the grass ) ) ) ) ) )	2.6	7228
ENTAILMENT	( ( ( A ( young girl ) ) ( in blue ) ) ( is ( jumping ( in ( the air ) ) ) ) )	( ( ( The ( young girl ) ) ( in blue ) ) ( is ( jumping ( in ( the air ) ) ) ) )	5	7548
NEUTRAL	( ( Four children ) ( are ( doing ( backbends ( in ( the gym ) ) ) ) ) )	( ( Four girls ) ( are ( ( ( doing backbends ) and ) ( playing outdoors ) ) ) )	3.8	105
ENTAILMENT	( ( Some cameras ) ( are ( being ( burned ( by ( ( a person ) ( with ( a ( blow torch ) ) ) ) ) ) ) ) )	( ( The person ) ( is ( ( setting fire ) ( to ( the cameras ) ) ) ) )	4.2	2364
CONTRADICTION	( ( The puppy ) ( is ( playing ( with ( a ( plastic container ) ) ) ) ) )	( ( The puppy ) ( ( is not ) ( playing ( with ( a ( plastic container ) ) ) ) ) )	3.2	3036
